Minutes,rcvTime,pos_x,pos_y,spd_x,spd_y,acl_y,hed_x,hed_y,sendTime,sender_id,senderPseudo,receiver_id,Seconds,receiverPseudo,messageID,acl_x,nttack,node_attack
1,28860.02728,147.2381549,900.3027093,0.000178809,0.000178809,0.000188287,0.060611143,-0.998161455,28860.02728,11283,10112832,11313,28860,40113132,36758965,0.000188287,0,0
1,28860.02728,147.2381549,900.3027093,0.000178809,0.000178809,0.000188287,0.060611143,-0.998161455,28860.02728,11283,10112832,11157,28860,10111572,36758965,0.000188287,0,0
1,28860.02728,147.2381549,900.3027093,0.000178809,0.000178809,0.000188287,0.060611143,-0.998161455,28860.02728,11283,10112832,11175,28860,210111752,36758965,0.000188287,0,0
1,28860.02728,147.2381549,900.3027093,0.000178809,0.000178809,0.000188287,0.060611143,-0.998161455,28860.02728,11283,10112832,11187,28860,10111872,36758965,0.000188287,0,0
1,28860.02728,147.2381549,900.3027093,0.000178809,0.000178809,0.000188287,0.060611143,-0.998161455,28860.02728,11283,10112832,11289,28860,10112892,36758965,0.000188287,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11097,28860,10110972,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11193,28860,170111932,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11211,28860,210112112,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11253,28860,180112532,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11295,28860,140112952,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11313,28860,40113132,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11157,28860,10111572,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11199,28860,10111992,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11265,28860,10112652,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11277,28860,10112772,36759092,3.20E-05,0,0
1,28860.03101,226.7342894,412.2161075,8.67E-06,8.67E-06,3.20E-05,0.09658019,-0.995325207,28860.03101,10863,10108632,11301,28860,10113012,36759092,3.20E-05,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11313,28860,40113132,36759235,0.000193896,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11157,28860,10111572,36759235,0.000193896,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11175,28860,210111752,36759235,0.000193896,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11187,28860,10111872,36759235,0.000193896,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11283,28860,10112832,36759235,0.000193896,0,0
1,28860.03798,143.0342666,877.3147284,0.000183496,0.000183496,0.000193896,-0.084288149,0.996441422,28860.03798,10971,820109712,11289,28860,10112892,36759235,0.000193896,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11193,28860,170111932,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11211,28860,210112112,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11253,28860,180112532,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11295,28860,140112952,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11313,28860,40113132,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11157,28860,10111572,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11199,28860,10111992,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11265,28860,10112652,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11277,28860,10112772,36759362,0.034091449,0,0
1,28860.03844,247.2818138,270.0901291,1.563360494,-10.39603719,-0.225592642,0.060334347,-0.998178224,28860.03844,11097,10110972,11301,28860,10113012,36759362,0.034091449,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11295,28860,140112952,36759504,0.361558696,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11199,28860,10111992,36759504,0.361558696,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11223,28860,10112232,36759504,0.361558696,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11265,28860,10112652,36759504,0.361558696,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11277,28860,10112772,36759504,0.361558696,0,0
1,28860.04068,267.2770302,221.0930584,-0.275860951,-0.038557812,0.058196976,-0.939409068,0.342798197,28860.04068,11109,10111092,11301,28860,10113012,36759504,0.361558696,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11109,28860,10111092,36759631,-0.36212008,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11295,28860,140112952,36759631,-0.36212008,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11199,28860,10111992,36759631,-0.36212008,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11265,28860,10112652,36759631,-0.36212008,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11277,28860,10112772,36759631,-0.36212008,0,0
1,28860.0534,353.331612,256.3176723,12.37383491,4.681151215,-0.136967414,0.946762469,0.321932954,28860.0534,11223,10112232,11301,28860,10113012,36759631,-0.36212008,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11097,28860,10110972,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11193,28860,170111932,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11211,28860,210112112,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11253,28860,180112532,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11109,28860,10111092,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11313,28860,40113132,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11295,28860,140112952,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11157,28860,10111572,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11199,28860,10111992,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11223,28860,10112232,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11277,28860,10112772,36760618,-0.157187813,0,0
1,28860.15696,247.267716,205.4342774,-1.326916541,9.163864109,1.086503763,-0.138374624,0.990379959,28860.15696,11265,10112652,11301,28860,10113012,36760618,-0.157187813,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11097,28860,10110972,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11109,28860,10111092,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11193,28860,170111932,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11211,28860,210112112,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11253,28860,180112532,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11313,28860,40113132,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11295,28860,140112952,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11157,28860,10111572,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11199,28860,10111992,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11223,28860,10112232,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11265,28860,10112652,36761284,0.052241453,0,0
1,28860.21467,245.3125484,173.3448272,-2.404749788,14.58975586,-0.316625729,-0.145346986,0.989380743,28860.21467,11301,10113012,11277,28860,10112772,36761284,0.052241453,0,0
1,28860.34583,222.5720009,411.5465337,0.001259752,0.001259752,0.000937973,-0.01648944,-0.99986404,28860.34583,10887,10108872,11193,28860,170111932,36762788,0.000937973,0,0
1,28860.34583,222.5720009,411.5465337,0.001259752,0.001259752,0.000937973,-0.01648944,-0.99986404,28860.34583,10887,10108872,11211,28860,210112112,36762788,0.000937973,0,0
1,28860.34583,222.5720009,411.5465337,0.001259752,0.001259752,0.000937973,-0.01648944,-0.99986404,28860.34583,10887,10108872,11253,28860,180112532,36762788,0.000937973,0,0
